user_id,user_age_days,followers_count,following_count,favourites_count,listed_count,tweet_count,is_verified,is_protected,desc_length_x,desc_has_url,username_length,name_length,location_length,profile_image_is_default,has_url,avg_tweets_per_day,label
465338328,874.6675925925925,0,0,0,0,100,0,0,75,0,15,16,5,0,0,0.11432914713264036,1
465343577,875.6607407407407,0,0,0,0,72,0,0,83,0,11,12,6,0,0,0.08222362447912189,1
465347437,873.6564351851852,4936,5228,0,5,231,0,0,48,0,13,6,0,0,0,0.2644059958038653,1
465349136,875.6527083333333,0,0,0,0,123,0,0,73,0,12,13,4,0,0,0.14046664698113528,1
465351389,875.6498495370371,5537,6062,0,11,270,0,0,38,0,12,6,0,0,0,0.3083424268666393,1
465352631,872.6486921296296,222,294,0,0,128,0,0,66,0,15,16,6,0,0,0.14667987359374404,1
465359767,875.6369097222222,296,345,0,1,140,0,0,98,0,10,11,4,0,0,0.15988362103709003,1
465360460,875.6372222222222,0,0,0,0,130,0,0,75,0,15,14,7,0,0,0.14846330940754005,1
465361035,873.6362615740741,1,0,0,0,82,0,0,104,0,14,15,7,0,0,0.09386057277246704,1
465365494,875.6295601851851,4435,4825,0,14,287,0,0,135,0,12,5,6,0,0,0.3277641741691986,1
465366176,873.6270949074074,0,0,0,0,54,0,0,51,0,11,12,6,0,0,0.061811269651511895,1
465366686,875.6288657407407,232,341,0,0,149,0,0,69,0,14,15,6,0,0,0.17016341701319956,1
465367288,875.6281944444445,534,653,0,1,144,0,0,90,0,14,18,6,0,0,0.16445336131154342,1
465368221,875.6242708333333,281,334,0,0,139,0,0,68,0,11,12,7,0,0,0.15874388647195622,1
465369079,875.6251620370371,0,0,0,0,104,0,0,64,0,13,13,6,0,0,0.11877228338126347,1
465369276,875.6254513888889,0,0,0,0,135,0,0,55,0,12,13,7,0,0,0.15417550921080678,1
465371272,875.6222569444444,5046,5546,0,10,330,0,0,61,0,15,6,0,0,0,0.37687484186924075,1
465371415,874.622199074074,0,0,0,0,48,0,0,138,0,13,12,8,0,0,0.054880838830679984,1
465372408,874.6207175925925,231,283,0,0,141,0,0,90,0,12,13,6,0,0,0.161212737135809,1
465373317,873.6175810185185,0,0,0,0,20,0,0,64,0,15,16,7,0,0,0.022893312144416124,1
465373507,875.6180324074074,0,0,0,0,43,0,0,23,0,12,13,6,0,0,0.04910817086837334,1
465373538,875.6186111111111,0,0,0,0,31,0,0,51,0,11,12,4,0,0,0.035403541646127405,1
465374176,875.6169212962963,21,33,0,0,86,0,0,117,0,13,14,7,0,0,0.098216466368039,1
465374259,875.6166782407407,1,0,0,0,67,0,0,23,0,12,13,5,0,0,0.07651750085219554,1
465375874,875.615462962963,266,339,0,0,120,0,0,79,0,12,13,15,0,0,0.1370464603912886,1
465376231,875.6141203703704,0,0,0,0,116,0,0,34,0,12,13,7,0,0,0.13247844817584195,1
465376509,875.6148148148148,0,0,0,0,57,0,0,34,0,12,13,4,0,0,0.06509711687205509,1
465378230,875.6125925925926,1,0,0,0,47,0,0,53,0,15,16,9,0,0,0.05367670627847124,1
465378609,874.6112384259259,0,0,0,0,63,0,0,40,0,15,16,6,0,0,0.07203200366067981,1
465378983,875.6094444444444,235,296,0,0,131,0,0,43,0,11,12,7,0,0,0.14961008093455025,1
465379325,875.6101388888889,0,0,0,0,121,0,0,56,0,13,14,6,0,0,0.1381893544715624,1
465380942,875.6075231481482,281,340,0,0,136,0,0,99,0,12,13,6,0,0,0.155320730177953,1
465387088,874.6010648148148,0,0,0,0,47,0,0,59,0,12,13,7,0,0,0.05373878655888996,1
465387671,875.5996412037038,0,0,0,0,71,0,0,65,0,15,16,7,0,0,0.08108728758877475,1
465389976,875.5958101851852,282,357,0,1,147,0,0,71,0,11,12,6,0,0,0.16788568209460067,1
465392182,875.5935763888889,0,0,0,0,78,0,0,71,0,15,15,7,0,0,0.0890824259271112,1
465392383,875.5912037037037,1,0,0,0,40,0,0,62,0,14,15,7,0,0,0.04568341914025487,1
465393290,875.5900694444445,0,0,0,0,68,0,0,40,0,14,15,6,0,0,0.07766191314330871,1
465393485,875.5921875,254,331,0,1,131,0,0,49,0,12,13,5,0,0,0.14961302958220715,1
465394343,873.5909375,4894,5379,0,5,282,0,0,97,0,14,7,0,0,0,0.32280554613376405,1
465398499,875.5838541666667,0,0,0,0,134,0,0,51,0,14,15,6,0,0,0.15304073871313353,1
465399263,874.5824421296296,1,0,0,0,117,0,0,47,0,14,15,6,0,0,0.13377812568626923,1
465399558,875.5823263888889,4622,4905,0,9,258,0,0,55,0,11,13,4,0,0,0.29466104092049544,1
465401166,875.5810763888888,3831,4216,0,1,275,0,0,0,0,11,12,10,0,0,0.3140771392868497,1
465402069,875.5801388888889,1,0,0,0,131,0,0,122,0,14,15,6,0,0,0.14961508836486848,1
465403330,875.5788541666667,3733,4106,0,3,233,0,0,63,0,10,3,0,0,0,0.2661096697631516,1
465404789,875.5769328703703,5270,5253,0,6,390,0,0,38,0,14,4,8,0,0,0.44542059631020353,1
465404874,873.5741782407407,2,7,0,0,117,0,0,80,0,13,14,8,0,0,0.13393253003618938,1
465405613,875.5748842592593,1,0,0,0,98,0,0,60,0,13,14,7,0,0,0.11192646300148504,1
465413078,875.5642476851851,22,36,0,1,96,0,0,135,0,11,12,7,0,0,0.10964358143238605,1
465417674,871.5584606481482,1,0,0,0,110,0,0,89,0,12,13,8,0,0,0.12621069594343226,1
465418238,869.5588888888889,222,287,0,1,110,0,0,92,0,12,11,6,0,0,0.12650092050011202,1
465418810,875.5571759259259,290,366,0,1,116,0,0,51,0,15,16,7,0,0,0.13248706430261362,1
465418896,875.5555671296296,0,0,0,0,66,0,0,135,0,15,16,5,0,0,0.0753807095773371,1
465420606,873.5523958333333,4548,4685,0,2,291,0,0,58,0,14,7,4,0,0,0.33312254771996286,1
465421036,875.5540162037037,4879,5251,0,4,294,0,0,60,0,11,6,0,0,0,0.3357873920091887,1
465426060,875.5465277777778,1,0,0,0,115,0,0,59,0,14,17,6,0,0,0.13134653181771463,1
465427410,873.5446296296296,0,0,0,0,108,0,0,85,0,13,14,7,0,0,0.12363420964783017,1
465428761,875.5435300925926,0,0,0,0,125,0,0,25,0,12,13,7,0,0,0.14276845817593128,1
465429324,875.5421180555555,6135,6660,0,6,365,0,0,10,0,12,7,0,0,0,0.41688457020631325,1
465429916,874.5417592592593,2,0,0,0,55,0,0,58,0,12,13,7,0,0,0.06289007855233256,1
465431259,875.5385763888889,248,361,0,0,120,0,0,56,0,10,11,4,0,0,0.13705849530682584,1
465433276,875.5368171296296,4292,4717,0,6,304,0,0,99,0,13,6,0,0,0,0.3472155524532043,1
465434130,875.5358796296297,0,0,0,0,79,0,0,62,0,14,15,8,0,0,0.09023045399714313,1
465434388,875.5345949074074,0,0,0,0,138,0,0,69,0,13,14,4,0,0,0.15761798636520613,1
465435993,875.5332523148148,0,0,0,0,110,0,0,81,0,13,14,7,0,0,0.12563771802331233,1
465437206,875.5299305555556,297,338,0,0,135,0,0,72,0,11,12,6,0,0,0.15419232985004325,1
465442625,875.5234606481481,0,0,0,0,41,0,0,136,0,12,13,6,0,0,0.046829127711573444,1
465445130,875.519675925926,0,0,0,0,148,0,0,49,0,13,12,6,0,0,0.16904246003887546,1
466109264,873.8729166666667,0,0,0,0,42,0,0,84,0,14,15,6,0,0,0.04806190826023588,1
466110228,874.8708912037036,19,40,0,0,95,0,0,73,0,11,12,7,0,0,0.10858745084169555,1
466114317,868.8702546296296,0,0,0,0,93,0,0,22,0,13,15,7,0,0,0.10703554345131455,1
466116893,874.8643171296296,0,0,0,0,57,0,0,77,0,13,14,7,0,0,0.0651529600862682,1
466121357,872.8597453703703,0,0,0,0,120,0,0,61,0,15,16,6,0,0,0.13747913166920384,1
466123036,874.8581597222222,4618,4798,0,7,252,0,0,61,0,12,3,0,0,0,0.2880466929541656,1
466124519,874.8567592592592,4371,4649,0,2,310,0,0,107,0,11,4,0,0,0,0.3543437212603045,1
466124818,874.8570833333333,0,0,0,0,50,0,0,123,0,13,14,6,0,0,0.05715219193555649,1
466125372,868.8543287037037,0,0,0,0,58,0,0,35,0,14,15,6,0,0,0.0667545732548506,1
466126074,872.8548842592593,0,0,0,0,118,0,0,39,0,15,16,6,0,0,0.13518856569720764,1
466131055,874.8496875,34,41,0,0,93,0,0,54,0,13,14,5,0,0,0.10630397566861567,1
466132138,874.8468402777778,4419,4861,0,4,295,0,0,48,0,11,12,0,0,0,0.33720188046759236,1
466133310,869.8456597222222,206,277,0,0,111,0,0,53,0,10,11,7,0,0,0.12760884489305616,1
466139143,874.8411111111111,1,0,0,0,149,0,0,100,0,12,13,7,0,0,0.17031664143039946,1
466139912,864.8387847222223,4617,4852,0,3,296,0,0,27,0,14,13,0,0,0,0.34226032052067595,1
466141484,874.8366203703704,297,332,0,0,128,0,0,45,0,15,16,7,0,0,0.14631303362620662,1
466143639,874.8365162037037,0,0,0,0,81,0,0,82,0,14,15,6,0,0,0.09258872761610994,1
466145460,874.8351851851852,296,362,0,0,145,0,0,75,0,14,15,6,0,0,0.16574550531316465,1
466146699,874.83125,1,0,0,0,109,0,0,50,0,12,13,6,0,0,0.12459545755299042,1
466150269,874.8279513888889,241,341,0,1,153,0,0,49,0,15,16,6,0,0,0.17489153105156685,1
466152441,874.8243402777778,0,0,0,0,150,0,0,67,0,12,13,8,0,0,0.17146299310888904,1
466152938,874.8254166666667,5149,5484,0,6,302,0,0,38,0,10,5,0,0,0,0.34521173470873084,1
466153262,874.8238078703704,4208,4605,0,2,259,0,0,70,0,14,7,0,0,0,0.2960596149462801,1
466154098,872.8248611111111,0,0,0,0,121,0,0,82,0,15,16,7,0,0,0.13863033152760562,1
466155191,873.8214583333333,4803,5272,0,5,309,0,0,22,0,12,5,0,0,0,0.35361914805313444,1
466155797,858.8216087962963,0,0,0,0,65,0,0,82,0,13,14,4,0,0,0.0756851006758171,1
466156124,874.8206481481482,4328,4751,0,8,299,0,0,112,0,12,4,0,0,0,0.34178434207188596,1
466157984,874.8206944444445,314,394,0,0,138,0,0,25,0,14,15,4,0,0,0.15774661106970084,1
466158890,874.8201041666666,303,361,0,0,144,0,0,65,0,13,14,7,0,0,0.16460527044307674,1
466159914,874.8172800925926,1,0,0,0,49,0,0,98,0,14,15,6,0,0,0.05601169645254611,1
466161043,874.8182523148148,5188,5705,0,6,287,0,0,38,0,13,5,0,0,0,0.3280681431971897,1
466162451,874.8144328703704,27,35,0,0,106,0,0,46,0,10,11,8,0,0,0.12116855403383414,1
466162548,874.8138078703704,2,0,0,0,66,0,0,84,0,14,15,7,0,0,0.07544462528000613,1
466163583,874.8137268518518,0,0,0,0,30,0,0,87,0,11,12,6,0,0,0.03429301466686683,1
466163614,874.8136458333333,15,27,0,0,110,0,0,88,0,12,13,8,0,0,0.125741065423682,1
466165783,870.8121990740741,386,523,0,0,139,0,0,61,0,15,16,0,0,0,0.1596210985424598,1
466166588,874.8097685185185,1,0,0,0,88,0,0,48,0,12,13,6,0,0,0.10059329818462569,1
466175265,874.8002777777778,0,0,0,0,105,0,0,70,0,14,15,5,0,0,0.12002739659239725,1
466176895,874.7980208333333,250,328,0,0,129,0,0,30,0,12,13,4,0,0,0.1474626105459771,1
466177486,874.7988425925926,462,664,0,0,158,0,0,99,0,14,15,7,0,0,0.18061295023108542,1
466178381,874.7971875,4607,4932,0,5,248,0,0,53,0,14,6,0,0,0,0.2834942810290022,1
466181545,874.7937152777778,1,0,0,0,55,0,0,73,0,14,15,7,0,0,0.06287196510055357,1
466182757,874.7930324074074,0,0,0,1,124,0,0,66,0,14,15,6,0,0,0.14174781378517323,1
466183322,874.7906481481482,0,0,0,0,50,0,0,75,0,12,13,8,0,0,0.057156532307117015,1
466184623,874.7900115740741,0,0,0,0,44,0,0,101,0,12,13,7,0,0,0.050297785031324004,1
466188621,874.7860416666666,0,0,0,0,31,0,0,28,0,12,13,6,0,0,0.03543723663617301,1
466189042,874.7838425925926,0,0,0,0,127,0,0,73,0,13,14,7,0,0,0.14517872149813832,1
466189857,874.7844328703703,0,0,0,0,116,0,0,33,0,10,11,11,0,0,0.13260409708797977,1
466192045,874.7794560185185,0,0,0,0,131,0,0,96,0,14,15,7,0,0,0.14975203058206568,1
466192470,874.7804861111111,0,0,0,0,54,0,0,46,0,13,14,7,0,0,0.061729771977802626,1
466194674,870.7788773148148,0,0,0,0,117,0,0,52,0,12,13,4,0,0,0.13436246895012616,1
466195745,874.7753819444445,0,0,0,0,112,0,0,70,0,15,16,4,0,0,0.12803286670346659,1
466196026,874.7768171296296,4771,5028,0,8,338,0,0,38,0,12,5,0,0,0,0.38638426738683096,1
466196649,874.7748958333333,1991,2102,0,0,190,0,0,63,0,11,4,0,0,0,0.21719873385461333,1
466198529,874.7718171296297,5017,5405,0,7,362,0,0,11,0,12,5,0,0,0,0.4138222019703387,1
466200874,874.7691435185185,0,0,0,0,143,0,0,104,0,15,11,6,0,0,0.16347170095798086,1
466203702,872.767337962963,6193,6432,1,7,334,0,0,24,0,12,8,0,0,0,0.3826907642956306,1
466204969,874.7638773148149,2,0,0,0,56,0,0,68,0,14,15,9,0,0,0.06401727527647913,1
466205550,871.7645833333333,0,0,0,0,118,0,0,46,0,14,15,7,0,0,0.13535764370404932,1
466206406,869.7645486111111,191,288,0,0,124,0,0,46,0,15,16,4,0,0,0.14256731900080644,1
466207205,874.7607638888888,4,0,0,0,75,0,0,64,0,12,14,4,0,0,0.08573772739970387,1
466209990,874.7602199074074,1,0,0,0,46,0,0,34,0,13,12,5,0,0,0.052585838839680224,1
466210973,873.7588078703703,222,314,0,0,125,0,0,79,0,15,16,7,0,0,0.1430600741657814,1
466212113,874.7567824074074,0,0,0,0,41,0,0,81,0,13,14,7,0,0,0.04687017097517579,1
466214628,874.7532060185185,287,357,0,0,128,0,0,59,0,11,12,6,0,0,0.14632698568350633,1
466215674,869.7524768518518,4089,4166,0,2,258,0,0,27,0,12,5,0,0,0,0.2966361195511835,1
466217028,874.7483217592593,0,0,0,0,56,0,0,77,0,14,13,6,0,0,0.06401841368881576,1
466217564,873.7503356481482,0,0,0,0,42,0,0,55,0,13,14,9,0,0,0.04806865100747085,1
466219724,874.7471527777777,4723,5195,0,5,257,0,0,62,0,13,3,0,0,0,0.29379918401573757,1
466220361,873.7451620370371,0,0,0,0,41,0,0,34,0,14,15,7,0,0,0.046924437163679104,1
466221249,870.7444907407407,4666,5132,0,7,276,0,0,118,0,12,6,0,0,0,0.3169701360363902,1
466223608,874.7427199074074,31,38,0,0,121,0,0,99,0,14,15,4,0,0,0.13832638684261542,1
466224759,874.7402314814815,267,348,0,0,126,0,0,56,0,15,13,4,0,0,0.1440427630069793,1
466225307,873.7385185185185,2,0,0,0,119,0,0,83,0,11,12,6,0,0,0.13619635318994064,1
466225850,874.7371527777777,0,0,0,0,112,0,0,109,0,10,11,7,0,0,0.1280384622012443,1
466226701,874.7372106481481,0,0,0,0,34,0,0,71,0,14,15,4,0,0,0.03886881631105922,1
466226882,871.7358680555556,0,0,0,0,156,0,0,70,0,13,14,7,0,0,0.17895328795981683,1
466227486,872.7364236111111,0,0,0,0,27,0,0,92,0,12,13,4,0,0,0.030937175576269918,1
466229029,870.7350115740741,0,0,0,0,31,0,0,63,0,12,13,6,0,0,0.03560210575242351,1
466231055,872.732662037037,456,574,0,0,126,0,0,67,0,13,14,4,0,0,0.14437410828824773,1
466232314,874.7301620370371,0,0,0,0,38,0,0,39,0,12,13,7,0,0,0.04344196828432797,1
466234508,874.7276851851852,0,0,0,0,132,0,0,100,0,13,14,8,0,0,0.15090410659764436,1
466235245,874.7273958333334,0,0,0,0,69,0,0,66,0,13,14,6,0,0,0.07888171817847721,1
466236779,872.7229861111111,5130,5623,0,9,257,0,0,96,0,14,5,0,0,0,0.29448061274370896,1
466237339,872.7238194444444,0,0,0,0,117,0,0,37,0,15,16,7,0,0,0.13406303031859088,1
466238747,874.7222106481481,0,0,0,0,66,0,0,51,0,11,12,5,0,0,0.07545252552309499,1
466239486,874.7210416666667,1,0,0,0,131,0,0,30,0,15,16,5,0,0,0.14976203110495043,1
466239539,873.721087962963,0,0,0,0,62,0,0,48,0,13,14,8,0,0,0.07096086014541442,1
466241419,874.7169907407407,0,0,0,0,144,0,0,43,0,14,15,4,0,0,0.16462467444862494,1
466242255,874.7168634259259,4593,4793,0,6,350,0,0,25,0,11,5,0,0,0,0.4001294753013639,1
466246135,874.7111458333334,0,0,0,0,75,0,0,66,0,14,15,7,0,0,0.08574259087873545,1
466246466,874.7116782407408,2904,3119,0,1,218,0,0,80,0,12,4,0,0,0,0.24922497912595196,1
466247056,874.7104861111111,0,0,0,0,57,0,0,74,0,14,15,7,0,0,0.06516441821596625,1
466249274,874.7066319444444,0,0,0,0,84,0,0,130,0,14,15,7,0,0,0.0960321973519722,1
466251978,874.7037731481481,1,22,0,0,145,0,0,55,0,12,13,7,0,0,0.16577040626263656,1
466253654,872.7021296296297,3719,3838,0,1,283,0,0,43,0,15,7,0,0,0,0.3242801754085596,1
466255776,874.6976967592593,1,0,0,0,120,0,0,65,0,10,11,7,0,0,0.13719025476734167,1
466255887,873.6985416666666,105,0,0,1,306,0,0,0,0,9,15,7,0,0,0.350235218506877,1
466256821,874.6960185185185,0,0,0,0,124,0,0,58,0,15,17,7,0,0,0.14176353525451793,1
466257207,874.6952314814815,0,0,0,0,57,0,0,28,0,14,13,6,0,0,0.06516555467930571,1
466257969,872.696400462963,0,0,0,0,111,0,0,56,0,12,13,6,0,0,0.1271919992037584,1
466259699,874.6920601851851,0,0,0,0,33,0,0,68,0,10,11,5,0,0,0.03772756317838972,1
466262010,874.6918287037037,2666,2930,0,1,146,0,0,126,0,15,6,0,0,0,0.1669159297503174,1
466262946,874.6901736111112,4423,4359,0,4,316,0,0,59,0,13,5,0,0,0,0.36127077812494485,1
466264439,870.6883796296296,0,0,0,0,64,0,0,87,0,15,14,5,0,0,0.07350505809405547,1
466264796,874.6877430555555,1972,1765,0,2,284,0,0,87,0,14,12,6,0,0,0.32468729775864086,1
466265817,874.6859375,4812,5232,0,4,271,0,0,54,0,13,5,0,0,0,0.3098254905809258,1
466266468,874.6850578703703,301,352,0,0,133,0,0,59,0,14,15,6,0,0,0.15205472947230347,1
466266821,874.6844328703704,0,0,0,0,113,0,0,59,0,15,14,8,0,0,0.1291894489307292,1
466267904,874.6832870370371,1,0,0,0,53,0,0,51,0,11,12,6,0,0,0.06059336073396637,1
466269755,870.6782754629629,4394,4352,0,5,218,0,0,107,0,14,9,0,0,0,0.25037950973762846,1
466270170,874.6783333333333,4030,4435,0,2,241,0,0,65,0,14,6,4,0,0,0.27552986113882266,1
466272740,874.6755324074074,1,0,0,0,121,0,0,107,0,10,11,5,0,0,0.1383370122731448,1
466272878,874.675625,6045,6564,0,6,303,0,0,11,0,14,9,0,0,0,0.34641413455826653,1
466278877,864.6686226851851,0,0,0,0,16,0,0,53,0,15,16,8,0,0,0.018504198674179483,1
466281766,874.6634027777778,5051,5557,0,6,284,0,0,11,0,11,6,6,0,0,0.324696333210432,1
466282847,874.6623958333333,1,0,0,0,116,0,0,118,0,10,11,6,0,0,0.13262259863916817,1
466283003,873.6621875,0,0,0,0,43,0,0,43,0,12,11,7,0,0,0.0492181080582498,1
466285518,874.6597222222222,17,31,0,0,98,0,0,118,0,15,16,4,0,0,0.11204357237231723,1
466288937,873.6533796296296,3491,3705,0,3,253,0,0,0,0,14,15,7,0,0,0.2895885320304793,1
466289348,874.655,3,0,0,0,112,0,0,35,0,12,13,6,0,0,0.12805048833191318,1
466289763,874.6547106481481,0,0,0,0,68,0,0,64,0,13,14,6,0,0,0.07774496506383048,1
466291288,874.6512152777777,0,0,0,0,115,0,0,29,0,11,12,6,0,0,0.13148098105825706,1
466292044,874.6519097222222,3834,3850,0,4,219,0,0,58,0,15,7,7,0,0,0.25038532165232014,1
466292895,870.65,0,0,0,0,42,0,0,53,0,14,15,6,0,0,0.04823982076811598,1
466293888,874.6488773148149,3740,3805,0,3,246,0,0,119,0,13,4,6,0,0,0.28125571997984833,1
466294699,872.6481828703704,389,590,0,1,126,0,0,41,0,14,13,7,0,0,0.1443880848306641,1
466294714,872.6484953703704,0,0,0,0,37,0,0,53,0,14,15,7,0,0,0.042399660520696554,1
466295605,874.6471412037037,0,0,0,0,66,0,0,28,0,12,13,7,0,0,0.07545900148225572,1
466296464,874.6461342592593,4624,4740,0,6,237,0,0,112,0,13,8,0,0,0,0.2709667263661428,1
466297752,874.6434143518519,4785,5059,0,7,237,0,0,67,0,14,6,0,0,0,0.27096756900028746,1
466298573,874.6411574074074,5205,5559,0,8,329,0,0,34,0,10,3,4,0,0,0.37615426262246854,1
466298694,873.6426273148148,0,0,0,0,85,0,0,89,0,12,13,7,0,0,0.097293787236502,1
466300024,874.6410069444445,2705,2972,0,3,204,0,0,86,0,12,5,0,0,0,0.23323854947006747,1
