user_id,user_id,user_age_days,tweet_count,avg_tweet_length,description_empty,avg_user_mention_count,followers_count,avg_hashtag_count,avg_tweets_per_day,label
101,gdpb10yln,314.6099537037037,25.0,160.30769230769232,1,13.0,670.64,5,0.07921169692724626,0
102,lrjaq954x,231.6404050925926,22.0,135.85714285714286,1,7.0,163.22727272727272,2,0.09456654784986226,0
103,5eaflhak,198.53872685185183,17.0,286.03125,0,32.0,213.8823529411765,2,0.08519649427562853,0
104,c02l37ex,217.1117361111111,28.0,548.5,1,2.0,548.0909090909091,3,0.12837456846309342,0
105,90gdi13r,99.85158564814814,3.0,312.0487804878049,1,41.0,16.0,2,0.02974668152929618,0
106,5cpk5f8m,200.1470833333333,20.0,382.6470588235294,1,34.0,267.15,4,0.09942972907470281,0
107,i6vhq3v,66.24959490740741,5.0,197.44444444444449,1,9.0,430.6,2,0.07434989023925347,0
108,93bsei6h,10.892465277777776,1.0,92.5,1,4.0,434.0,1,0.08408685471368135,0
109,4s2mzudp,220.9284027777778,52.0,824.0666666666667,0,30.0,176.23076923076923,3,0.23430980149065841,0
110,450o9vj,31.57060185185185,1.0,77.66666666666667,1,3.0,9.0,1,0.030702533669734557,0
111,4q8mg4ug,240.6094097222222,8.0,102.37777777777778,1,45.0,9.75,4,0.03311129317851313,0
112,e5x657qv,28.074363425925927,1.0,103.5,0,2.0,168.0,2,0.0343945621560295,0
113,3c1uway5,143.9376851851852,4.0,2740.555555555556,1,9.0,418.25,1,0.02759806736867121,0
114,53mf2,87.04479166666667,5.0,29.0,1,2.0,923.6,1,0.05678927629166026,0
115,pt8m74q4q,0.0,1.0,0.0,1,0.0,91.0,1,1.0,0
116,iduc5,57.285752314814815,1.0,80.44,1,25.0,808.0,4,0.017156851550937678,0
117,wgl41eury,77.12972222222223,1.0,57.0,1,1.0,1.0,2,0.01279922635787348,0
118,4tf9k,316.7580439814815,7.0,105.5,1,2.0,2441.0,3,0.022029340035866884,0
119,7xdoeh32,168.5677662037037,2.0,118.5,1,6.0,0.0,3,0.011794694503419812,0
120,q1w6vzpv,38.42025462962963,70.0,36.0,1,2.0,1134.0441176470588,3,1.775736880892331,0
121,uzno4rhao,54.26490740740741,20.0,231.6,1,10.0,30.55,3,0.3618933051413981,0
122,ogc8ych8r,80.96126157407407,4.0,197.0,0,15.0,1164.75,3,0.048803543566553365,0
123,9m1o78h8,337.8323958333333,14.0,62.5,1,8.0,615.5714285714286,4,0.041318363214851495,0
124,t1ltk20q8,64.19253472222222,4.0,224.0,0,1.0,81.25,1,0.061356718480782085,0
125,hnd6xb8g,33.670462962962965,3.0,252.0,1,3.0,0.0,3,0.08652898587494424,0
126,7galybk1s,95.66400462962964,30.0,189.0625,1,32.0,684.6666666666666,1,0.3103533741949311,0
127,kdbru,162.01532407407407,2.0,157.41379310344828,1,29.0,184.5,4,0.012268785228382584,0
128,5li14,133.9755324074074,5.0,0.0,1,0.0,321.5,3,0.03704375089929708,0
129,8pwmuf6h,119.63118055555556,1.0,73.0,0,2.0,1.0,2,0.008289730693130864,0
130,1vck,11.020648148148148,14.0,8.0,0,2.0,350.85714285714283,1,1.1646626560778908,0
131,adzy4gqm,247.8206712962963,11.0,113.3076923076923,1,13.0,658.0,4,0.04420854562722874,0
132,6q5s5,260.51681712962966,7.0,75.28,1,36.0,364.1428571428572,2,0.026766921060109923,0
133,xpm5j,68.99755787037037,19.0,208.625,1,10.0,185.25,3,0.2714380412411875,0
134,lq98azwa5,113.26612268518518,11.0,126.66666666666669,1,15.0,243.45454545454547,2,0.0962665026300588,0
135,b0a8m,56.8885300925926,6.0,91.11111111111111,1,9.0,169.5,2,0.10364747542221249,0
136,3jjwqxxe,136.4611574074074,2.0,206.92857142857144,0,14.0,483.5,1,0.014549564675004152,0
137,513odo5a,50.53170138888889,3.0,118.66666666666669,1,3.0,514.0,2,0.058216591324245524,0
138,54o0cxaq,66.02085648148149,1.0,121.0,1,3.0,1.0,1,0.014920728449304579,0
139,vt8gt29h,350.16599537037035,6.0,77.66666666666667,1,3.0,89.66666666666667,3,0.017085936790866882,0
140,8auta,347.0993634259259,3.0,114.9090909090909,1,11.0,143.0,3,0.008618228917383204,0
141,cz7nuy88c,141.66115740740742,6.0,70.4,1,5.0,329.1666666666667,1,0.04205769887920775,0
142,804qkun2j,86.06681712962963,2.0,93.0,1,1.0,1147.5,2,0.022970863825449085,0
143,ui1xgzt6,143.15679398148148,7.0,141.45454545454547,1,11.0,96.4,2,0.04855823861412475,0
144,2au8ba7o,279.74824074074075,1.0,67.52631578947368,1,19.0,1.0,3,0.0035619101204750134,0
145,lfsmrhpk,230.6505671296296,52.0,417.125,1,24.0,768.9038461538462,2,0.22447603148280343,0
146,o04dwpcn,13.969756944444445,2.0,56.0,1,1.0,63.5,2,0.13360270359915477,0
147,eulbyp3u,219.0318055555556,4.0,323.75,1,4.0,407.0,3,0.018179190003465406,0
148,38j8g3at,83.44216435185186,6.0,163.0,1,13.0,423.8333333333333,3,0.07105455012971156,0
149,qrzcyb5x5,148.7534837962963,2.0,77.72972972972973,1,78.0,432.5,2,0.013355281956047982,0
150,10y3ixdd0h,0.0,1.0,0.0,1,0.0,37.0,1,1.0,0
151,t2apq6es,10.762430555555556,2.0,343.1666666666667,1,6.0,5.0,1,0.17003288483224013,0
152,cgnh2b48d,68.64456018518518,142.0,30.384615384615383,0,13.0,339.2536231884058,2,2.0389244992347053,0
153,avhko9x,55.16123842592592,4.0,43.0,1,1.0,100.0,1,0.07122350062269042,0
154,kqa1nb2g,148.61628472222222,1.0,91.5,1,24.0,1.0,2,0.006683764416798621,0
155,3q34igl,66.8698611111111,5.0,148.6,0,20.0,28.2,2,0.07367040271107082,0
156,4aljt,174.95993055555556,3.0,47.6875,1,16.0,25.33333333333333,2,0.017049336121741733,0
157,47p7pmvt,124.01027777777776,2.0,161.1,1,10.0,325.5,2,0.015998684552603455,0
158,ygk0a4wn4,51.21993055555556,1.0,64.33333333333333,1,3.0,1.0,3,0.019149776519448325,0
159,ydurwamhd,48.27010416666667,10.0,291.55555555555554,1,9.0,772.0,3,0.2029628345451201,0
160,s6nik,233.8155324074074,5.0,240.15,1,40.0,90.8,3,0.021293310322099766,0
161,w25ndfc,42.24032407407408,92.0,521.4705882352941,0,87.0,2366.3372093023254,3,2.1276436282576596,0
162,4bc6z,76.66714120370371,1.0,216.0,1,6.0,408.0,3,0.012875457812683249,0
163,4uw9ei2j,211.89934027777775,6.0,88.61538461538461,1,13.0,352.5,2,0.028182332515317213,0
164,afqud,211.73828703703705,6.0,1072.0,1,3.0,287.3333333333333,2,0.028203667913126607,0
165,elddtpln,86.25443287037037,1.0,230.6,1,10.0,1.0,3,0.011460735771277672,0
166,ar3i2nvg,77.68587962962962,3.0,146.36363636363637,1,11.0,868.0,2,0.03812628154023117,0
167,8kau2xfy,10.792962962962964,16.0,602.5,1,4.0,23.3125,3,1.3567413083759932,0
168,ao4ehd7i8,56.39726851851852,44.0,591.7910447761194,0,67.0,199.52272727272728,1,0.7665870020592346,0
169,45ol5koq,127.55552083333332,1.0,94.46938775510203,1,49.0,0.0,4,0.007778740216816178,0
170,qe6lp52i,33.41032407407408,2.0,98.0909090909091,1,11.0,1.0,3,0.05812209137277113,0
171,vhjjriw2,150.57903935185186,1.0,175.0,1,6.0,8.0,2,0.006597218218798421,0
172,5opbvtsd,69.44054398148148,2.0,201.42857142857144,0,7.0,9.0,3,0.028392739279892436,0
173,4j5xaxyqz,9.02980324074074,5.0,144.0,0,1.0,13.333333333333334,2,0.49851426593197357,0
174,2hwecn2u,0.7613657407407407,2.0,79.0,1,1.0,106.0,1,1.1354825143578084,0
175,h0u5v,25.33972222222222,2.0,17.0,1,1.0,277.5,1,0.07593094502388661,0
176,hbkq14ls,285.1111574074074,15.0,64.0,1,3.0,2042.692307692308,3,0.05242717598265761,0
177,1tsv1bwm,236.3541898148148,7.0,547.0,1,5.0,199.7142857142857,3,0.029491790330145186,0
178,wypvwhc8x,57.447488425925926,20.0,324.0,0,1.0,368.5,1,0.342187500928243,0
179,16ifah,364.8015740740741,128.0,287.2105263157895,1,120.0,1662.8629032258063,4,0.3499164822458644,0
180,tzpgftsi,131.4325810185185,1.0,206.3571428571429,1,14.0,1.0,2,0.007551011936104806,0
181,3ax6gz9g,14.080266203703705,5.0,0.0,1,0.0,316.6666666666667,2,0.33155913380176294,0
182,9veyzocz,116.60327546296296,2.0,57.75,1,4.0,1090.5,3,0.017006329051012393,0
183,o4jxap5xc,198.2244444444445,3.0,51.41666666666666,1,12.0,56.0,2,0.01505839310214052,0
184,j0rmcyj4,82.97545138888889,17.0,607.6666666666666,0,6.0,4.235294117647059,1,0.2024401145672119,0
185,11e22nwu97,2.9243402777777776,3.0,0.0,1,0.0,121.0,1,0.7644597021792411,0
186,n0az4,229.8509375,47.0,182.83870967741936,1,31.0,172.73333333333332,3,0.20359458146016843,0
187,exk6r2te4,17.355740740740742,1.0,81.0,1,1.0,8.0,1,0.05447886926080245,0
188,dz6vimrsa,157.87473379629628,39.0,563.8,1,5.0,1088.057142857143,3,0.24547641445621213,0
189,ej2362p,39.65413194444445,1.0,70.6,1,15.0,7.0,3,0.024597745719095447,0
190,hghu5eru,177.0665625,10.0,123.58064516129032,1,31.0,5.625,3,0.05615877489632563,0
191,setk2znr,17.186296296296295,3.0,82.6,1,5.0,1.3333333333333333,1,0.16495937111785433,0
192,lxg5r8qow,71.76560185185186,0.0,208.48387096774192,1,31.0,0.0,4,0.0,0
193,53o72,334.37038194444443,7.0,516.0,1,6.0,60.85714285714285,4,0.020872445442005613,0
194,dkmexeeq,94.82037037037036,1.0,186.0,1,1.0,301.0,1,0.010436194267823669,0
195,ag9s1v4,272.0111574074074,2.0,102.0,1,2.0,224.5,3,0.007325707927077326,0
196,7zukacju,43.61988425925926,2.0,204.7142857142857,1,7.0,65.5,1,0.04482306561754408,0
197,el3utcvnw,283.7756712962963,14.0,437.1666666666667,1,6.0,1532.0833333333333,3,0.04916150293412399,0
198,17i6i1,118.17351851851852,1.0,73.4,1,5.0,18.0,1,0.008391125918167876,0
199,32gd1iki,364.3195023148148,64.0,80.78217821782178,0,101.0,515.84375,4,0.1751891141712108,0
200,9zsc20jj,63.219606481481485,10.0,63.15,1,20.0,1.0,3,0.1557156847867578,0
201,iwc6yxgk,211.99364583333332,2.0,202.3571428571429,1,14.0,2568.0,4,0.009389951480360086,0
202,59r79t4b,62.08980324074074,1.0,141.4,1,5.0,113.0,1,0.01585042191658385,0
203,2gbp9ezi,250.7730324074074,22.0,480.0,1,1.0,548.4375,3,0.08738028767275052,0
204,4utavszu,40.24130787037037,23.0,11.5,1,2.0,333.46153846153845,3,0.5576932737510064,0
205,ov9gt,173.1488310185185,16.0,645.5555555555555,1,9.0,2721.714285714286,4,0.09187543727065618,0
206,uzpvs10dd,62.77734953703704,2.0,193.66666666666663,1,6.0,0.0,1,0.0313590955804545,0
207,bdl24,113.08135416666669,8.0,51.0,1,1.0,460.375,2,0.07012539479775488,0
208,bsnzmg4dm,64.91238425925926,4.0,61.0,0,1.0,84.25,2,0.060686622778906484,0
209,883p21dfl,349.12324074074075,40.0,103.28571428571428,1,14.0,695.0,5,0.1142454865760231,0
210,z178zu53f,0.0,1.0,0.0,0,0.0,4.0,1,1.0,0
211,aop735pk,78.56768518518518,1.0,141.88888888888889,1,9.0,17.0,1,0.012567916204582402,0
212,t9l18gv5,128.9660648148148,1.0,112.4,0,5.0,0.0,2,0.007694316215735803,0
213,d433m,0.0,1.0,0.0,1,0.0,96.0,1,1.0,0
214,ojm302xwh,38.911064814814814,1.0,45.833333333333336,1,6.0,625.0,4,0.025055708351554788,0
215,el142,0.0,2.0,719.0,1,1.0,0.0,3,2.0,0
216,623cv9y0,0.0006481481481481,1.0,1473.0,1,1.0,268.0,1,0.9993522716757657,0
217,thfzw,0.0,1.0,0.0,1,0.0,10.0,1,1.0,0
218,xkkjanhvu,54.70866898148148,5.0,75.5,1,4.0,17.333333333333332,4,0.0897526379900063,0
219,3dzlf,0.0,1.0,0.0,1,0.0,1.0,1,1.0,0
220,5dv971n4,336.1902430555556,23.0,135.8,1,5.0,240.8695652173913,3,0.06821075186392778,0
221,cv7y9svj,276.7954050925926,62.0,132.35294117647058,0,17.0,505.258064516129,3,0.22318583699876043,0
222,2d2dhm27,135.84005787037037,1.0,141.16666666666666,1,6.0,75.0,1,0.007307801644948935,0
223,x8fv7c8cq,50.87652777777778,131.0,637.3488372093024,0,43.0,333.0232558139535,1,2.525226834015598,0
224,6odh3xxp,103.95248842592592,29.0,176.0,1,10.0,515.2068965517242,1,0.27631550652053205,0
225,qdw6k524,114.285,3.0,63.333333333333336,0,3.0,31.33333333333333,2,0.02602246606236718,0
226,woeng,229.5358680555556,10.0,120.6,1,15.0,241.4,4,0.04337719802278296,0
227,rtyg4l83v,16.27258101851852,4.0,152.0,1,3.0,1.0,2,0.2315809082447762,0
228,5pwv7,188.4250115740741,8.0,814.0,1,1.0,123.375,2,0.04223307119541404,0
229,pw4omx8p6,140.82413194444445,84.0,709.96,0,25.0,569.4875,5,0.5922828424777851,0
230,100podnjnv,35.55283564814815,6.0,46.0,1,4.0,52.0,2,0.16414595184228817,0
231,1u3xa6wl,228.7695601851852,3.0,257.0,1,1.0,53.0,2,0.013056559787911499,0
232,m1z5j14x,33.011493055555555,2.0,0.0,1,0.0,200.0,2,0.05880365195180143,0
233,62x1zgnxu,61.14394675925926,3.0,70.5,1,4.0,279.6666666666667,2,0.0482750156120879,0
234,rfdod0aww,81.32804398148149,1.0,171.6153846153846,1,13.0,1.0,3,0.012146529319036606,0
235,qlgv5iyi5,152.2374537037037,8.0,139.25,1,8.0,134.5,3,0.05220655790501851,0
236,31cuse10,0.0,1.0,0.0,1,0.0,289.0,1,1.0,0
237,nc3hm,48.053715277777776,1.0,364.0,1,1.0,370.0,2,0.020385815719304305,0
238,lzg5g915,69.12398148148148,6.0,76.27777777777777,1,18.0,483.8333333333333,3,0.0855627400675259,0
239,g97nltzxp,32.29549768518518,1.0,59.0,1,3.0,574.0,1,0.030034090778734614,0
240,v5j1sshlt,83.92377314814814,10.0,159.9375,1,16.0,628.8,2,0.11775265781650048,0
241,y0s2w,223.8251736111111,3.0,116.33333333333331,1,3.0,814.6666666666666,2,0.013343701471745408,0
242,bmng6sxtd,20.51454861111111,1.0,117.5,1,2.0,7.0,1,0.04648017572088655,0
243,7ba589oo,15.73105324074074,3.0,476.0,1,1.0,257.3333333333333,1,0.17930730103080944,0
244,39ozo,46.24684027777778,10.0,177.9,1,10.0,564.6,2,0.2116543654815247,0
245,tjc8hosp6,54.0196875,1.0,59.25,1,8.0,2.0,3,0.018175312246184603,0
246,11c3pm,178.3363310185185,22.0,836.0,1,1.0,454.15,2,0.12267452933297855,0
247,jzrsw,167.1813310185185,46.0,265.47222222222223,1,38.0,407.25,3,0.2735143057878102,0
248,xcaucpm3y,68.83953703703703,1.0,167.66666666666666,1,48.0,372.0,4,0.014318537069764421,0
249,gr4vu,342.6424421296296,8.0,766.8333333333334,1,6.0,1371.375,3,0.023280011486422336,0
250,8deaiihh,110.14657407407408,3.0,76.15384615384616,1,26.0,1.0,4,0.026991385249541186,0
251,5fc3pbj4,16.57849537037037,3.0,222.44444444444449,1,9.0,54.333333333333336,3,0.17066307080278803,0
252,lkk79gkf,25.56962962962963,3.0,145.75,1,4.0,21.0,3,0.11291087011068053,0
253,jwxhcauh,57.34240740740741,8.0,483.0,1,1.0,658.25,1,0.1371215271275262,0
254,sl89f,309.02802083333336,9.0,94.66666666666669,1,3.0,1281.6666666666667,4,0.029029634082134374,0
255,31ocbi4t,97.1158449074074,1.0,74.95454545454545,1,22.0,1.0,4,0.010192033722419726,0
256,ab44xrmh,63.74239583333333,1.0,68.25,1,8.0,6.0,2,0.01544582938472504,0
257,losa8j48x,71.74885416666666,76.0,214.8235294117647,1,34.0,410.9324324324325,3,1.0446899936854677,0
258,u4y0o,205.41766203703705,43.0,32.625,1,8.0,155.66666666666666,3,0.20831550738271906,0
259,7ewu9k8a,97.65391203703705,1.0,245.75,1,4.0,1.0,3,0.010136445472375957,0
260,7ffhrnie,99.71083333333333,2.0,105.0,1,1.0,0.5,2,0.019858836768636277,0
261,1741oy,237.48313657407408,13.0,160.75,1,8.0,255.16666666666663,4,0.0545111918048014,0
262,bdnp9,62.33835648148148,3.0,194.1875,1,16.0,2.0,2,0.047364664425372696,0
263,ebncvny8,13.226215277777778,1.0,86.5,1,2.0,94.0,1,0.07029276448262817,0
264,cmsawia7,247.14142361111112,3.0,295.0,1,4.0,3.0,3,0.012089879861016756,0
265,zzc1l,204.7226851851852,1.0,71.28571428571429,1,7.0,383.0,3,0.004860912636347473,0
266,61pt9ulo,46.74545138888889,1.0,281.8333333333333,1,6.0,923.0,1,0.020944403517205317,0
267,atyty,0.0,1.0,0.0,1,0.0,1.0,1,1.0,0
268,5a71s8ln,220.67587962962963,4.0,129.0,1,6.0,31.25,2,0.0180443628178361,0
269,7djhowpc,40.96225694444445,9.0,139.66666666666666,1,9.0,482.8888888888889,1,0.2144784541002041,0
270,5y1p4,237.5467592592593,4.0,105.15873015873017,1,63.0,2031.5,3,0.016768200969993846,0
271,kvfv2xs,356.7677199074074,93.0,209.88888888888889,1,45.0,1112.9753086419753,3,0.2599451957937094,0
